,date,A,AA,AAGIY,AAL,AAN,AAON,AAPL,AAT,ABB,ABBV,ABC,ABCO,ABNFX,ABQCX,ABT,ABYIX,ACA,ACIW,ACN,ACSDX,ACT,ADBE,ADC,ADI,ADM,ADP,ADT,AEE,AEP,AET,AFL,AFSI,AFTEX,AGCO,AGU,AHKSY,AIG,AIT,AIV,AIZ,AJG,AJRD,AKAM,AL,ALB,ALE,ALGN,ALL,ALLE,ALTR,ALV,AM,AMAT,AME,AMG,AMGN,AMLP,AMSG,AMT,AMWD,AMZN,ANCX,ANDX,AON,APA,APAM,APD,APH,APO,APTV,AQFH,AQN,AR,ARCC,ARE,ARKK,ARNA,ARW,ASIX,ASML,ATHM,ATML,ATOAX,ATRO,ATVI,AVGO,AVP,AWK,AX,AXAHY,AXLL,AXP,AXS,AXTA,AY,AYI,AZN,AZO,BA,BABA,BAC,BAH,BAM,BASFY,BAX,BBU,BBY,BCPC,BCR,BDX,BEAV,BECN,BERY,BFAM,BFK,BGS,BHF,BHI,BHP,BIDU,BIF,BIIB,BIO,BIV,BIVV,BK,BKE,BKEP,BKEPP,BKNG,BLK,BMEZ,BMN,BMO,BMY,BNPQY,BOIVF,BOTZ,BOX,BP,BPL,BRK-B,BRK.B,BRKB,BRKR,BRY,BSTZ,BTF,BTO,BUD,BUNT,BWA,BWXT,BX,BYND,C,CAB,CABGY,CABO,CAG,CAH,CAIFX,CALX,CAPL,CARG,CARR,CASY,CAT,CB,CBT,CC,CCEP,CCI,CDK,CDL,CDLX,CDNS,CE,CEA,CEF,CELG,CEM,CEQP,CERN,CFA,CFG,CFR,CG,CGNT,CGNX,CHCO,CHD,CHE,CHEF,CHK,CHKP,CHL,CHRW,CHTR,CI,CIBR,CIT,CL,CLB,CLC,CLDT,CLF,CLOU,CLR,CLX,CMA,CMCSA,CMCSK,CME,CMG,CMI,CMO,CMPGY,CMRE,CMS,CNSL,COF,COHR,CONE,COP,COR,COST,COUP,CP,CPGX,CPSI,CR,CRM,CRMT,CROX,CRSP,CRWD,CRZO,CSCO,CSX,CTAA,CTAS,CTBI,CTCT,CTL,CTRL,CTSH,CTVA,CTXS,CUTR,CVET,CVG,CVLT,CVS,CVX,CWEN,CY,CYBX,CYS,CZR,D,DAL,DBP,DCP,DD,DDOG,DE,DECK,DELL,DEO,DFRG,DFS,DG,DGNR,DGRS,DGX,DHI,DHR,DHS,DIOD,DIS,DISCA,DISCK,DISH,DLPH,DLR,DLS,DNKN,DOCU,DOW,DPS,DPZ,DQ,DRI,DRQ,DTD,DTE,DUK,DVA,DVFAX,DVMT,DVN,DWDP,DWX,DXCM,EA,EADSY,EAF,EBAY,EC,ECL,ECOM,EDIT,EEFT,EELV,EEM,EFAD,EFAV,EGBN,EL,ELS,EMC,EMR,ENB,ENLC,ENTG,ENTL,ENVA,EPAY,EPD,EPP,EPR,EQM,ERIC,ES,ESLOY,ESRX,ESS,ET,ETE,ETHE,ETN,ETP,ETR,ETSY,ETY,EV,EVOP,EVR,EVT,EW,EXC,EXP,EXPI,EXR,F,FANG,FANUY,FAST,FCNTX,FCPIX,FCX,FDC,FDN,FDRR,FDS,FDSWX,FDX,FE,FEMS,FET,FFBC,FGBI,FGSCX,FHB,FIASX,FIMKX,FINX,FIS,FITB,FIVE,FL,FLMVX,FLR,FLY,FMBI,FMER,FNF,FNGN,FNKO,FOX,FOXA,FPL,FQAL,FRIAX,FRT,FSK,FTBFX,FTNT,FTV,FUN,FXI,GAN,GBIL,GBTC,GD,GDDY,GDV,GDXJ,GE,GEL,GEM,GEMIX,GFAFX,GFI,GGG,GGSM,GILD,GIS,GLAD,GLD,GLNCY,GLPI,GLW,GM,GMAB,GME,GMED,GMRE,GNR,GNRC,GNTX,GOLD,GOOG,GOOGL,GPK,GPRO,GRMN,GRUB,GS,GSIMX,GSK,GSMYX,GSSC,GTCSX,GTX,GWW,NDAQ,SPY
0,2022-11-21,145.14,46.63,,13.85,11.04,79.92,148.01,28.34,30.68,157.11,160.3,,,,103.88,,60.32,20.31,287.02,,,321.49,70.3,,96.11,,8.96,86.76,93.15,,71.37,,,124.49,,,60.11,130.08,7.99,126.5,195.75,51.15,90.92,36.79,282.88,65.7,191.63,134.26,112.66,45.8,86.41,10.64,105.14,140.48,155.43,288.16,40.38,,219.91,54.35,92.46,,,301.7,45.27,33.79,296.41,79.57,62.64,105.84,,7.6,,19.39,149.81,35.2,,108.68,39.74,580.29,27.51,,,8.11,74.8,517.44,,147.72,39.84,,,152.81,55.69,,27.63,187.53,65.43,2501.0,172.94,,37.31,107.24,44.07,,55.83,20.02,70.83,142.3,,234.69,,58.19,,,9.9,13.23,54.06,,57.24,94.56,,301.63,398.17,74.31,,44.65,42.12,,,1919.49,723.7,15.44,,97.42,78.96,,,20.68,,33.13,,,,,66.36,,16.8,6.02,36.13,55.5,,41.9,59.02,89.85,13.28,48.88,,,667.0,36.4,77.72,,,19.66,13.31,43.89,239.28,232.17,210.38,71.51,32.17,51.19,139.11,,59.67,4.17,161.86,99.57,17.38,16.73,,34.49,29.26,,69.04,40.64,145.75,28.97,3.07,48.3,98.63,77.6,505.2,37.44,98.08,129.52,,97.57,369.0,315.29,40.19,,76.92,20.52,,13.0,15.07,15.6,74.24,149.33,70.81,34.35,,176.5,1494.39,246.85,,21.58,9.7,60.11,4.65,101.31,35.62,,125.49,,523.37,45.64,79.16,,28.68,104.05,144.85,69.32,92.57,55.54,135.56,,47.62,31.29,,449.66,47.05,,5.76,,58.2,65.15,,43.0,,,64.27,97.89,181.24,35.28,,,,48.57,59.54,34.23,45.2531,38.9,69.77,73.35,411.7,364.38,41.07,178.31,,108.14,257.71,,42.25,146.5,80.63,260.06,87.37,85.42,97.58,,,14.85,,110.59,56.954,,44.18,50.17,,377.83,52.25,146.7,24.58,62.06,113.0,97.04,71.1,,,67.19,,31.92,112.66,127.86,29.23,5.54,44.73,9.65,148.32,,10.28,89.4,22.32,37.55,35.15,62.57,46.11,218.92,64.92,,94.67,40.2,12.32,71.02,,38.81,,24.71,42.08,40.12,,6.06,80.4,89.84,,213.52,12.16,,6.0,164.55,,113.05,114.94,11.92,,33.66,111.34,24.01,74.1,38.7,131.59,11.41,157.59,13.95,149.99,14.37,52.05,,,36.13,,125.18,40.59,446.61,,173.64,38.61,35.82,28.5,25.61,23.5,,26.02,,,19.6,61.56,35.81,154.57,37.14,,33.54,,,,39.06,,8.8,28.84,30.51,5.98,45.8852,,107.97,19.14,,52.32,67.21,40.94,25.69,1.45,99.77,8.28,250.58,73.05,21.07,33.42,85.89,10.29,27.69,,,10.64,70.23,0.0009,84.35,81.98,10.3,161.88,11.85,50.5,33.66,39.52,43.44,25.16,68.84,9.34,57.76,102.57,28.56,15.35,95.83,95.6,22.39,5.39,90.45,,380.21,,33.44,,57.21,,7.5,600.62,65.96,394.59
1,2022-11-18,146.19,47.31,38.67,14.05,11.05,78.76,151.29,28.82,30.72,154.98,162.0,,11.33,9.2,103.87,,59.42,20.59,286.5,30.02,24.01,330.86,69.98,161.85,95.15,256.02,8.95,86.18,91.28,,70.94,,11.96,123.27,,14.4663,59.82,129.46,7.97,124.95,194.33,51.21,90.95,37.08,276.98,65.0,193.56,132.74,112.96,47.09,87.83,10.95,104.7,139.32,153.87,287.29,40.81,,215.93,55.3,94.14,,,301.32,46.34,34.04,296.48,79.71,61.94,108.03,,7.67,34.17,19.27,150.17,36.56,,108.07,39.18,593.16,28.39,,10.06,8.14,74.1,515.16,,146.71,39.26,27.88,,152.5,55.38,25.99,28.01,186.21,65.07,2460.84,173.89,80.48,37.19,107.23,44.72,12.775,55.0,20.06,72.05,141.66,,225.59,,58.01,54.65,72.32,9.82,12.98,53.8,,58.74,95.97,,302.89,398.12,74.39,,44.56,41.05,,,1940.28,720.61,15.32,25.43,98.79,77.45,27.57,5.2116,20.91,28.54,34.04,,310.76,310.76,,66.2,8.69,17.01,6.365,35.88,55.53,,42.22,59.0,91.68,13.45,48.66,,25.43,683.35,35.95,77.68,63.08,69.82,19.94,13.3,43.92,239.72,231.43,210.14,72.23,33.07,50.79,135.84,,59.498,4.07,165.02,101.23,17.85,16.82,,36.01,29.31,,69.01,40.41,145.11,28.29,3.13,47.74,98.03,76.42,503.65,36.62,98.86,129.29,,97.09,374.38,319.21,40.38,,76.46,21.77,,13.16,14.33,15.82,74.2,146.79,69.9,34.5,,172.5,1502.48,250.31,,22.0,9.69,60.0,4.72,98.96,36.47,,128.59,,523.67,45.87,78.51,,29.02,104.79,148.04,70.01,101.42,57.74,138.99,,47.79,30.88,,449.37,46.71,,5.87,,59.97,65.2,,43.52,,,64.25,97.35,182.99,35.16,,,,49.98,59.16,34.47,45.56,38.89,69.38,76.52,414.26,375.4,42.04,177.63,,107.26,257.7,,42.23,146.42,81.39,260.65,87.26,87.78,91.8,,,15.23,,110.46,57.27,,46.0,50.07,,367.89,53.09,147.14,24.96,62.01,114.6,96.79,70.65,10.61,,69.62,,32.06,113.72,130.08,29.57,4.22,45.68,9.89,148.11,,10.95,90.08,22.48,38.03,35.44,62.82,45.58,233.46,65.23,,93.7,40.35,12.63,73.34,,38.47,,24.98,42.6,40.03,,6.1,79.65,89.85,,211.59,12.17,,6.57,165.01,,111.92,113.92,11.85,,33.71,112.25,23.96,75.04,38.58,130.81,11.64,158.14,13.99,156.22,14.62,51.66,13.69,24.0,36.34,,127.43,40.69,437.77,17.07,174.72,38.48,35.92,28.71,25.41,23.91,17.8,25.73,25.63,26.17,20.01,61.41,35.63,154.82,35.88,38.99,33.58,,,,39.7,,8.88,29.14,30.93,6.06,45.98,2.26,108.41,19.36,9.34,52.15,66.61,40.94,26.09,1.5,99.77,8.35,248.22,74.03,21.2,33.59,85.48,10.48,28.05,20.13,52.92,10.58,69.86,0.0009,83.62,81.03,10.36,162.79,12.0,50.14,33.89,39.77,43.55,27.6,68.97,9.39,58.15,102.87,28.73,15.62,97.8,97.43,22.53,5.48,91.03,,379.2,17.02,32.89,19.82,57.32,34.09,7.42,597.03,65.52,396.03
2,2022-11-11,148.31,47.66,37.6602,14.88,11.44,78.02,149.7,28.58,31.58,150.16,153.01,,11.28,9.14,104.09,13.79,58.8,20.78,290.09,30.11,24.4532,341.15,69.31,164.06,92.6778,249.23,9.15,83.32,89.98,,69.9019,,11.76,127.5945,,13.99,60.39,126.4894,7.74,128.15,186.0,49.07,93.35,37.72,325.38,60.0641,218.98,132.09,113.57,48.78,88.57,11.18,110.53,138.85,153.9201,283.0847,40.76,,223.26,52.89,100.79,,,293.0,48.76,34.0518,288.46,79.32,64.8043,111.71,,9.3,37.24,19.51,150.98,40.4,,110.7,39.5143,576.44,30.12,,10.06,8.78,74.14,518.09,,145.94,42.63,27.66,,154.89,54.63,26.74,27.63,190.87,62.77,2408.99,177.49,70.77,38.41,103.2785,46.8,13.13,54.88,22.885,74.55,141.03,,227.67,,59.04,52.07,76.03,9.523,14.65,54.52,,58.05,89.46,,289.45,435.68,74.23,,44.52,39.94,,,2015.77,774.75,15.7145,25.33,100.16,75.96,26.99,5.45,21.76,28.84,33.84,,309.72,309.72,,69.91,8.7555,17.4853,6.13,36.34,55.36,,42.42,60.1657,108.77,15.22,50.19,,25.3901,724.23,34.56,75.27,62.92,66.63,19.87,14.68,44.44,232.95,236.49,206.26,73.84,33.4298,50.543,140.47,,60.0654,6.02,166.9,110.56,18.325,17.1,,35.72,28.96,,69.2932,41.55,145.71,29.8409,3.54,51.0869,96.66,74.2085,490.03,36.72,99.2675,131.59,,98.26,394.4,303.82,40.89,,74.57,22.97,,13.09,15.11,16.89,74.18,141.91,73.62,34.02,,174.25,1506.35,246.6112,,21.21,10.02,58.42,5.19,116.25,38.74,,133.4484,,515.47,55.22,76.76,,28.61,104.23,157.73,74.93,93.24,60.35,143.12,,44.79,31.94,,442.713,46.19,,6.34,,58.156,64.77,,44.49,,,66.63,97.55,185.0327,34.96,,,,52.12,61.66,35.44,46.1725,38.73,70.81,82.35,406.03,345.08,42.68,173.91,,108.78,249.14,,42.2108,151.03,84.92,271.0,87.1,82.58,95.01,,,17.0,,111.58,58.12,,53.0,53.14,,366.52,55.71,141.16,26.41,62.0,114.26,94.1791,71.9,10.64,,71.8,,32.22,115.96,131.23,29.36,4.81,46.51,9.95,155.68,23.08,13.21,92.09,22.8,38.16,35.5902,63.06,46.37,228.22,66.11,,95.44,41.1549,12.02,76.55,,40.65,,25.0,42.34,39.55,,6.16,78.09,89.03,,215.3,12.2,,7.18,161.6,,110.63,115.64,11.83,,33.63,116.35,24.38,74.65,38.7662,133.76,13.83,158.33,14.3469,162.0464,14.93,51.8,13.78,24.28,38.04,,132.58,40.72,421.24,17.06,175.61,37.96,36.63,29.85,25.71,24.88,18.49,26.5319,25.88,25.89,21.53,65.4,36.85,154.71,33.29,39.22,33.47,,,,42.53,,9.9,28.76,30.52,6.06,46.39,2.25,107.77,19.68,9.27,56.13,68.47,40.19,25.45,1.69,99.73,8.87,243.13,73.99,21.3388,34.68,86.31,10.7,28.17,19.97,53.96,11.38,69.48,0.001,81.82,77.25,9.9738,164.56,11.91,50.5,34.1828,41.12,41.84,26.1,70.33,9.59,59.16,114.08,29.28,16.44,96.73,96.41,21.62,5.71,93.76,,385.17,16.92,31.2757,20.03,57.79,34.46,7.43,586.52,66.4,398.51
3,2022-11-04,136.08,42.4,33.76,14.11,9.71,65.81,138.38,28.25,28.65,145.28,161.1358,,11.04,8.98,98.07,14.18,60.67,20.54,261.16,29.11,24.4437,285.75,68.29,144.29,94.7889,236.86,8.49,81.03,88.7314,,66.7995,,11.59,120.7577,,13.03,57.92,125.3824,7.51,121.22,188.39,49.5,84.1,35.13,284.99,54.7099,180.93,129.12,103.12,45.49,84.32,10.89,91.7,135.25,123.902,267.2132,40.6858,,203.92,44.65,90.98,,,279.71,48.99,28.9273,276.06,76.27,62.1811,97.63,,11.06,37.22,19.39,145.9,35.22,,104.2,36.8242,468.76,32.31,,10.06,9.44,71.96,465.3,,138.3834,38.38,25.82,,144.72,54.8,23.89,28.42,180.66,60.99,2465.1,160.01,69.81,36.79,106.3957,40.45,11.67,50.58,20.77,68.2,137.13,,220.84,,55.99,47.85,65.46,9.1146,15.66,56.04,,53.04,85.2,,281.82,378.2,72.38,,42.49,38.78,,,1874.4,656.15,15.12,25.0,94.17,78.78,25.34,5.0,19.43,27.28,33.5461,,287.47,287.47,,66.88,8.955,16.6051,8.16,35.56,52.12,,37.94,56.3798,90.04,13.91,45.13,,24.296,683.28,35.98,79.52,60.66,68.42,18.53,14.19,40.28,224.94,227.85,209.16,75.4,30.0253,47.1669,130.05,,57.602,4.6,142.41,91.94,17.68,16.32,,35.65,29.36,,66.2148,40.12,156.61,27.6261,2.66,45.9742,100.09,71.1492,480.7349,37.63,97.7557,125.6,,89.97,348.82,322.13,37.76,,73.19,20.71,,12.19,13.02,14.83,74.15,140.69,67.96,31.0,,170.67,1397.57,236.8727,,21.375,9.83,57.03,4.88,101.9905,31.99,,131.8147,,486.41,42.39,75.89,,27.17,103.56,139.77,66.0,85.38,51.18,127.56,,44.52,29.63,,409.5789,47.1,,5.92,,52.3921,65.2244,,43.8,,,63.49,99.56,182.016,35.74,,,,42.64,67.13,32.76,44.0865,39.33,61.93,70.38,395.09,353.64,39.0,170.46,,99.85,248.1,,40.4933,143.62,75.18,246.97,85.08,71.19,99.58,,,13.35,,96.77,53.83,,40.86,49.03,,359.65,46.11,141.34,25.15,59.75,112.39,92.6354,70.38,10.23,,71.48,,30.28,114.88,129.76,28.371,4.61,40.07,9.97,134.75,23.08,11.5,82.68,21.85,36.2,32.6,59.17,46.08,210.53,61.5,,88.5789,39.5607,11.82,63.94,,37.32,,24.95,39.53,39.28,,5.52,77.18,80.78,,214.24,12.3,,10.91,157.8719,,109.6633,98.35,11.46,,33.6,105.63,23.38,68.54,36.8532,122.45,11.2599,153.87,13.3674,159.1082,13.49,49.49,12.97,21.91,35.19,,117.38,38.59,408.45,16.25,156.66,37.9,35.45,26.93,25.81,23.7,16.81,25.3637,24.31,24.43,19.38,60.17,35.13,149.18,31.77,37.53,31.73,,,,39.5,,7.92,27.83,29.84,6.0207,43.64,2.19,105.09,19.48,9.1,47.1,64.59,39.14,23.84,1.59,99.62,12.2535,249.36,67.53,20.1251,31.24,81.07,11.2,26.83,18.99,50.71,8.51,68.0,0.0009,80.34,79.06,9.4771,156.47,12.16,49.99,32.6254,39.0,39.95,26.51,62.94,8.88,56.45,101.25,26.66,14.2,86.7,86.58,22.79,4.91,86.53,,357.91,16.56,32.6721,18.92,55.37,32.72,7.51,591.9664,61.9,376.35
4,2022-10-28,138.77,39.3891,29.58,14.0,10.33,65.15,155.4816,27.44,28.02,147.61,158.8131,,11.108,9.0099,99.49,14.21,64.58,24.74,287.78,29.09,24.4532,325.68,68.35,144.88,94.4802,242.64,8.7,82.33,88.563,,64.4231,,11.5141,123.5922,,12.98,56.8,126.5592,7.8,134.69,188.58,48.6,89.21,35.02,280.16,56.5211,188.62,126.39,106.19,48.98,80.44,10.49,89.72,129.28,127.1318,271.9508,40.6858,,204.71,46.22,103.41,,,288.6258,45.44,28.6617,254.44,76.43,55.2754,90.54,,11.0,35.2,19.6,145.72,38.89,,102.31,36.7943,487.6941,27.08,,10.042,9.14,72.85,472.9,,145.2508,39.2,24.99,,150.44,53.07,23.82,27.81,184.04,58.71,2543.5,143.84,63.74,36.18,108.2382,40.19,11.47,55.0,22.79,68.35,140.14,,235.26,,56.32,48.26,64.39,9.1046,16.31,57.16,,47.53,78.54,,284.29,354.3,72.9189,,42.32,40.44,,,1871.72,663.75,15.5956,,92.8692,76.83,23.89,4.975,19.78,28.79,32.7846,,299.63,299.63,,61.33,8.4422,17.238,7.95,34.2,50.34,,37.84,57.2166,93.18,15.52,45.6145,,23.62,876.0,36.3064,77.14,60.67,73.12,18.8869,14.18,39.95,230.9728,219.34,214.5,72.79,28.457,46.2079,132.5,,58.1623,9.73,151.48,96.1,17.265,15.58,,34.9,29.9714,,67.1096,40.5588,155.21,28.4566,2.64,47.0427,101.77,76.1018,461.5794,36.5,94.8386,127.83,,97.8,368.24,324.76,41.87,,74.64,19.3207,,12.98,13.45,16.71,73.97,148.14,71.07,31.95,,174.75,1505.0,243.2425,,21.51,9.27,57.4555,5.03,106.5364,34.42,,126.6843,,510.87,52.19,73.92,,32.09,100.37,163.02,68.73,71.81,54.29,163.65,,45.64,29.22,,426.5349,47.56,,7.34,,62.7352,65.873,,46.15,,,61.67,94.19,178.6023,34.97,,,,44.1,69.41,34.67,42.6313,39.5,57.56,81.13,396.85,345.35,39.16,168.01,,105.64,260.44,,40.8699,144.59,77.98,251.8,85.3,72.36,105.95,,,15.4,,101.39,53.1888,,48.73,47.48,,334.8,46.37,142.49,23.28,60.47,113.64,93.0213,70.54,10.2245,,76.01,,29.85,120.87,128.24,27.57,5.07,40.32,9.87,157.77,23.04,12.74,86.35,21.43,34.29,32.94,59.05,45.35,206.44,63.05,,86.8986,38.429,11.68,80.7895,,36.95,,24.84,38.06,38.83,,5.66,76.77,81.15,,222.24,12.2634,,10.44,149.5052,,106.7018,97.91,11.94,,33.48,104.2,24.28,70.87,38.4193,123.34,13.0933,178.71,13.12,151.664,13.41,48.69,13.52,22.16,32.2,,130.64,39.39,430.4,16.4,160.37,37.6921,33.17,26.4,25.85,24.0,17.4,25.2152,24.02,23.07,21.6,84.9,35.98,149.33,31.41,38.06,29.94,,,,39.82,,20.64,27.21,28.84,5.9929,45.0066,2.1997,98.87,19.13,9.141,57.1,64.21,41.0,21.54,1.96,99.5746,12.06,250.72,81.13,20.3042,29.95,78.33,11.62,25.6,18.07,52.54,8.17,69.41,0.001,79.27,81.57,9.487,153.16,11.58,49.95,32.2286,38.85,39.09,28.17,67.21,9.01,54.89,116.7,26.28,15.31,96.58,96.29,23.03,5.5,88.49,,341.82,16.33,32.9494,19.69,56.39,33.12,6.79,574.2565,62.28,389.02
5,2022-10-21,129.88,40.9551,33.98,13.71,8.71,56.25,147.0256,26.25,27.41,147.06,147.2692,,10.9383,8.9201,95.06,14.38,59.97,22.51,269.57,27.78,23.0953,306.37,65.0516,146.59,89.3121,232.74,8.8,77.58,84.8283,,60.6247,,11.5839,115.4878,,12.72,53.25,111.2205,7.62,146.91,175.37,44.88,85.88,33.87,270.01,51.8002,207.67,120.08,92.79,45.76,76.69,10.0883,82.42,119.18,119.1223,250.2293,39.3312,,187.56,42.81,119.32,,,279.5638,43.19,26.2716,241.29,71.55,50.8737,87.04,,10.52,33.47,17.82,132.05,35.88,,98.75,34.0544,460.8259,28.26,,10.042,8.26,72.71,449.73,,132.133,34.82,24.03,,140.04,50.46,23.56,25.51,174.01,54.97,2301.03,141.32,72.18,34.95,100.6193,38.25,11.46,56.43,20.25,63.77,130.34,,223.6,,53.88,47.46,59.24,9.3835,14.41,52.15,,50.26,91.23,,267.615,378.21,71.8013,,39.8724,36.22,,,1822.79,597.26,14.6642,,88.8835,72.21,23.16,4.64,18.73,28.05,31.0143,,282.51,282.51,,57.92,8.4991,16.8226,7.395,31.81,46.24,,34.54,55.244,84.6127,12.63,43.7654,,23.41,772.08,34.3741,73.03,58.62,61.08,18.6535,13.33,35.0512,214.1803,190.22,197.79,69.74,29.2908,44.701,123.59,,55.088,8.38,158.34,93.9556,18.18,15.8,,33.46,29.6388,,63.5506,37.55,142.08,26.1034,2.83,43.6375,100.67,72.933,442.5738,32.23,94.0246,114.31,,94.08,330.4,301.34,39.65,,71.47,19.0508,,11.9,16.34,16.19,74.0,135.1149,65.34,30.48,,169.99,1549.82,231.3278,,20.64,9.47,53.9935,4.22,95.7435,32.22,,124.0146,,477.3148,51.17,70.86,,29.7,99.45,160.17,62.18,77.71,50.84,156.32,,42.8,27.54,,398.9065,45.25,,6.66,,60.0076,62.74,,45.36,,,59.05,92.72,171.8643,31.94,,,,39.61,65.53,32.58,42.91,38.9615,55.58,82.15,383.06,363.28,36.85,164.21,,94.68,239.37,,38.5167,136.75,69.75,244.59,80.869,71.98,102.04,,,14.1,,96.86,52.37,,47.81,46.87,,321.56,48.37,133.32,24.16,57.4242,107.45,87.539,89.99,9.9255,,74.29,,28.85,95.68,124.99,25.07,5.11,38.41,9.57,145.91,23.02,11.74,82.44,21.39,35.27,31.6644,57.28,41.98,201.8,58.37,,82.6829,37.2776,10.9541,77.184,,31.03,,24.5407,38.14,37.0576,,5.54,72.59,76.22,,227.78,11.8328,,8.51,138.6117,,101.3137,100.91,11.49,,33.35,95.27,22.32,84.81,36.3972,113.67,12.1368,165.96,12.0613,150.185,13.86,45.7859,13.46,21.22,32.03,,130.93,37.52,407.09,15.55,153.23,36.0391,33.72,23.4,23.71,21.68,16.59,25.8389,23.31,23.78,20.58,77.83,33.02,138.27,31.76,35.88,28.55,,,,36.48,,21.56,27.61,29.43,5.7445,42.92,2.14,92.27,18.05,8.9815,53.75,61.45,40.29,23.92,1.91,99.5347,11.42,242.6,76.76,19.3293,29.85,72.82,10.0404,26.25,18.66,51.34,8.04,62.84,0.0009,67.79,77.04,9.0797,154.15,11.36,46.41,31.931,35.0,36.92,25.3,63.38,7.74,54.24,109.48,24.31,15.01,101.48,101.13,21.22,5.39,82.77,,325.1,16.15,31.5629,18.58,53.27,31.28,5.78,518.2149,57.74,374.29
6,2022-10-14,125.7,38.252,34.1,13.11,8.86,54.22,138.1504,24.96,25.15,142.94,140.1614,,11.0581,9.0398,100.91,14.45,57.32,21.61,252.72,26.61,22.0981,287.94,63.2678,136.73,83.0287,225.91,8.01,76.25,82.738,,58.7951,,11.7436,107.2836,,12.82,50.71,106.952,6.68,147.35,170.36,40.18,79.98,31.6,237.47,48.4353,201.63,132.44,89.94,43.93,71.31,9.5795,74.82,113.26,114.4626,249.6334,37.3976,,185.78,43.68,106.9,,,270.2723,39.691,26.1733,232.53,67.05,47.0582,81.39,,10.24,34.01,17.7,131.55,33.99,,93.25,31.8127,377.9784,29.66,,10.042,8.02,72.13,427.1,,127.8334,36.52,22.87,,136.81,49.99,22.02,25.07,164.94,54.97,2255.17,133.15,73.02,31.7,93.9665,37.9,10.44,54.5,18.66,63.35,126.32,,224.7,,54.45,46.6,58.01,9.5329,15.1,48.63,,48.31,100.29,,264.63,394.71,72.1905,,38.0686,34.12,,,1670.49,550.95,14.6741,,85.0461,70.62,21.33,4.6,17.67,25.94,29.9957,,272.67,272.67,,54.93,7.7679,16.615,7.3699,30.91,45.57,,33.21,51.8666,83.3153,13.345,42.7469,,24.66,784.76,33.9778,68.08,57.37,57.62,18.5076,13.7,34.4336,202.0501,177.0729,188.77,63.4,26.1939,44.2312,127.65,,53.6806,7.24,147.45,88.0387,16.88,15.22,,31.49,28.465,,61.5501,35.4518,144.46,25.1443,2.7,40.8216,93.27,72.2454,432.1717,29.76,92.377,111.85,,94.89,323.31,295.3,36.88,,70.8559,16.2721,,11.04,14.45,14.88,68.22,130.1962,72.11,30.05,,171.82,1508.41,217.8728,,20.02,9.4551,53.6364,4.21,94.888,30.78,,117.5095,,453.8274,49.31,67.04,,28.23,94.7,142.22,61.16,77.51,54.07,145.98,,40.2,27.31,,380.3745,42.78,,6.72,,58.3352,58.5992,,45.58,,,54.34,88.7635,158.9142,31.26,,,,35.33,64.31,31.08,42.18,37.1712,52.1,75.69,357.14,341.04,33.936,165.45,,91.2,236.6,,37.2295,126.11,68.65,253.71,78.5046,67.53,94.45,,,12.96,,90.84,50.83,,44.0,45.12,,317.34,50.72,130.02,20.46,55.4757,104.5,85.916,89.39,9.786,,68.02,,28.09,97.41,120.37,23.29,4.42,37.08,9.16,139.53,22.86,11.38,75.82,20.7,34.21,30.7213,56.29,46.47,209.31,60.08,,77.7713,35.4078,9.3992,73.6983,,31.36,,24.5211,37.1,36.432,,6.2,72.56,74.97,,222.62,11.226,,8.31,133.6175,,99.0555,92.45,11.0308,,33.37,90.03,21.5431,82.42,36.2684,111.02,11.2898,160.81,11.5468,137.4067,13.34,43.5805,12.79,20.41,27.64,,121.51,36.06,394.58,14.85,156.96,35.8016,32.08,22.96,23.27,20.93,16.0,25.4429,22.57,23.4,19.65,76.14,33.96,131.76,31.72,35.06,26.2,,,,37.91,,20.65,29.16,31.55,5.5656,41.4709,2.1101,89.17,17.88,9.0812,48.13,58.87,39.78,24.16,2.02,99.4948,11.16,221.17,71.77,18.5533,27.75,67.57,9.8429,25.56,18.45,48.89,7.61,60.08,0.001,66.17,77.71,8.7046,152.98,10.71,45.71,29.957,32.89,36.5,24.63,60.77,7.4,50.75,136.94,23.8,14.16,97.18,96.56,20.52,5.13,79.44,,299.99,15.44,30.4141,17.97,51.67,30.2,6.02,499.7571,54.75,357.63
